id,filesystem,candidate_index,function,failure_file,failure_line,failure_expression,exit_line,exit_expression,effect_summary,report_validity,bug_status,source_verdict,root_cause_family,rationale,related_finding,reviewed_on
BTRFS-105,btrfs,105,btrfs_rename_exchange,linux-sources/linux-v6.14-fs/fs/btrfs/inode.c,8081,"btrfs_update_inode(trans, BTRFS_I(old_inode))",8163,return ret;,BTRFS_I(old_dentry->d_inode).dir_index:SET@8021;BTRFS_I(new_dentry->d_inode).dir_index:SET@8022;BTRFS_I(new_dir).index_cnt:INC@8014;BTRFS_I(old_dir).index_cnt:INC@8017,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-106,btrfs,106,btrfs_rename_exchange,linux-sources/linux-v6.14-fs/fs/btrfs/inode.c,8090,"btrfs_unlink_subvol(trans, BTRFS_I(new_dir), new_dentry)",8163,return ret;,BTRFS_I(old_dentry->d_inode).dir_index:SET@8021;BTRFS_I(new_dentry->d_inode).dir_index:SET@8022;BTRFS_I(new_dir).index_cnt:INC@8014;BTRFS_I(old_dir).index_cnt:INC@8017,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-107,btrfs,107,btrfs_rename_exchange,linux-sources/linux-v6.14-fs/fs/btrfs/inode.c,8096,"__btrfs_unlink_inode(trans, BTRFS_I(new_dir), BTRFS_I(new_dentry->d_inode), new_name, &new_rename_ctx)",8163,return ret;,BTRFS_I(old_dentry->d_inode).dir_index:SET@8021;BTRFS_I(new_dentry->d_inode).dir_index:SET@8022;BTRFS_I(new_dir).index_cnt:INC@8014;BTRFS_I(old_dir).index_cnt:INC@8017,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-108,btrfs,108,btrfs_rename_exchange,linux-sources/linux-v6.14-fs/fs/btrfs/inode.c,8103,"btrfs_update_inode(trans, BTRFS_I(new_inode))",8163,return ret;,BTRFS_I(old_dentry->d_inode).dir_index:SET@8021;BTRFS_I(new_dentry->d_inode).dir_index:SET@8022;BTRFS_I(new_dir).index_cnt:INC@8014;BTRFS_I(old_dir).index_cnt:INC@8017,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-109,btrfs,109,btrfs_rename_exchange,linux-sources/linux-v6.14-fs/fs/btrfs/inode.c,8110,"btrfs_add_link(trans, BTRFS_I(new_dir), BTRFS_I(old_inode), new_name, 0, old_idx)",8163,return ret;,BTRFS_I(old_dentry->d_inode).dir_index:SET@8021;BTRFS_I(new_dentry->d_inode).dir_index:SET@8022;BTRFS_I(new_dir).index_cnt:INC@8014;BTRFS_I(old_dir).index_cnt:INC@8017,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-110,btrfs,110,btrfs_rename_exchange,linux-sources/linux-v6.14-fs/fs/btrfs/inode.c,8117,"btrfs_add_link(trans, BTRFS_I(old_dir), BTRFS_I(new_inode), old_name, 0, new_idx)",8163,return ret;,BTRFS_I(old_dentry->d_inode).dir_index:SET@8021;BTRFS_I(new_dentry->d_inode).dir_index:SET@8022;BTRFS_I(new_dir).index_cnt:INC@8014;BTRFS_I(old_dir).index_cnt:INC@8017,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-111,btrfs,111,btrfs_rename,linux-sources/linux-v6.14-fs/fs/btrfs/inode.c,8325,"btrfs_insert_inode_ref(trans, dest, &new_fname.disk_name, old_ino, btrfs_ino(BTRFS_I(new_dir)), index)",8430,return ret;,BTRFS_I(old_inode).dir_index:SET@8320;BTRFS_I(new_dir).index_cnt:INC@8316,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-112,btrfs,112,btrfs_rename,linux-sources/linux-v6.14-fs/fs/btrfs/inode.c,8342,"btrfs_unlink_subvol(trans, BTRFS_I(old_dir), old_dentry)",8430,return ret;,BTRFS_I(old_inode).dir_index:SET@8320;BTRFS_I(new_dir).index_cnt:INC@8316,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-113,btrfs,113,btrfs_rename,linux-sources/linux-v6.14-fs/fs/btrfs/inode.c,8348,"__btrfs_unlink_inode(trans, BTRFS_I(old_dir), BTRFS_I(d_inode(old_dentry)), &old_fname.disk_name, &rename_ctx)",8430,return ret;,BTRFS_I(old_inode).dir_index:SET@8320;BTRFS_I(new_dir).index_cnt:INC@8316,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-114,btrfs,114,btrfs_rename,linux-sources/linux-v6.14-fs/fs/btrfs/inode.c,8355,"btrfs_update_inode(trans, BTRFS_I(old_inode))",8430,return ret;,BTRFS_I(old_inode).dir_index:SET@8320;BTRFS_I(new_dir).index_cnt:INC@8316,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-115,btrfs,115,btrfs_rename,linux-sources/linux-v6.14-fs/fs/btrfs/inode.c,8366,"btrfs_unlink_subvol(trans, BTRFS_I(new_dir), new_dentry)",8430,return ret;,BTRFS_I(old_inode).dir_index:SET@8320;BTRFS_I(new_dir).index_cnt:INC@8316,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-116,btrfs,116,btrfs_rename,linux-sources/linux-v6.14-fs/fs/btrfs/inode.c,8373,"btrfs_unlink_inode(trans, BTRFS_I(new_dir), BTRFS_I(d_inode(new_dentry)), &new_fname.disk_name)",8430,return ret;,BTRFS_I(old_inode).dir_index:SET@8320;BTRFS_I(new_dir).index_cnt:INC@8316,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-117,btrfs,117,btrfs_rename,linux-sources/linux-v6.14-fs/fs/btrfs/inode.c,8382,"btrfs_orphan_add(trans, BTRFS_I(d_inode(new_dentry)))",8430,return ret;,BTRFS_I(old_inode).dir_index:SET@8320;BTRFS_I(new_dir).index_cnt:INC@8316,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-118,btrfs,118,btrfs_rename,linux-sources/linux-v6.14-fs/fs/btrfs/inode.c,8391,"btrfs_add_link(trans, BTRFS_I(new_dir), BTRFS_I(old_inode), &new_fname.disk_name, 0, index)",8430,return ret;,BTRFS_I(old_inode).dir_index:SET@8320;BTRFS_I(new_dir).index_cnt:INC@8316,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-119,btrfs,119,btrfs_rename,linux-sources/linux-v6.14-fs/fs/btrfs/inode.c,8406,"btrfs_create_new_inode(trans, &whiteout_args)",8430,return ret;,BTRFS_I(old_inode).dir_index:SET@8320;BTRFS_I(old_inode).dir_index:SET@8399;BTRFS_I(new_dir).index_cnt:INC@8316,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-120,btrfs,120,create_subvol,linux-sources/linux-v6.14-fs/fs/btrfs/ioctl.c,658,"btrfs_record_root_in_trans(trans, new_root)",699,return ret;,root.btrfs_subvolume_reserve_metadata:RESERVE@558;root.btrfs_qgroup_convert_reserved_meta:RESERVE@569;BTRFS_I(new_inode_args.inode).root:SET@655,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-121,btrfs,121,create_subvol,linux-sources/linux-v6.14-fs/fs/btrfs/ioctl.c,664,"btrfs_uuid_tree_add(trans, root_item->uuid, BTRFS_UUID_KEY_SUBVOL, objectid)",699,return ret;,root.btrfs_subvolume_reserve_metadata:RESERVE@558;root.btrfs_qgroup_convert_reserved_meta:RESERVE@569;BTRFS_I(new_inode_args.inode).root:SET@655,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-122,btrfs,122,create_subvol,linux-sources/linux-v6.14-fs/fs/btrfs/ioctl.c,671,"btrfs_create_new_inode(trans, &new_inode_args)",699,return ret;,root.btrfs_subvolume_reserve_metadata:RESERVE@558;root.btrfs_qgroup_convert_reserved_meta:RESERVE@569;BTRFS_I(new_inode_args.inode).root:SET@655,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-123,btrfs,123,create_snapshot,linux-sources/linux-v6.14-fs/fs/btrfs/ioctl.c,774,"btrfs_record_root_in_trans(trans, BTRFS_I(dir)->root)",820,return ret;,pending_snapshot.root_item:SET@741;pending_snapshot.path:SET@743;BTRFS_I(dir)->root.btrfs_subvolume_reserve_metadata:RESERVE@757;pending_snapshot.dentry:SET@763;pending_snapshot.root:SET@764;pending_snapshot.readonly:SET@765;pending_snapshot.dir:SET@766;pending_snapshot.inherit:SET@767,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-124,btrfs,124,create_snapshot,linux-sources/linux-v6.14-fs/fs/btrfs/ioctl.c,784,btrfs_commit_transaction(trans),820,return ret;,pending_snapshot.root_item:SET@741;pending_snapshot.path:SET@743;BTRFS_I(dir)->root.btrfs_subvolume_reserve_metadata:RESERVE@757;pending_snapshot.dentry:SET@763;pending_snapshot.root:SET@764;pending_snapshot.readonly:SET@765;pending_snapshot.dir:SET@766;pending_snapshot.inherit:SET@767;root.btrfs_qgroup_convert_reserved_meta:RESERVE@779;trans.pending_snapshot:SET@782,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-125,btrfs,125,create_snapshot,linux-sources/linux-v6.14-fs/fs/btrfs/ioctl.c,784,btrfs_commit_transaction(trans),820,return ret;,pending_snapshot.root_item:SET@741;pending_snapshot.path:SET@743;BTRFS_I(dir)->root.btrfs_subvolume_reserve_metadata:RESERVE@757;pending_snapshot.dentry:SET@763;pending_snapshot.root:SET@764;pending_snapshot.readonly:SET@765;pending_snapshot.dir:SET@766;pending_snapshot.inherit:SET@767;root.btrfs_qgroup_convert_reserved_meta:RESERVE@779;trans.pending_snapshot:SET@782,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-126,btrfs,126,create_snapshot,linux-sources/linux-v6.14-fs/fs/btrfs/ioctl.c,792,btrfs_orphan_cleanup(pending_snapshot->snap),820,return ret;,pending_snapshot.root_item:SET@741;pending_snapshot.path:SET@743;BTRFS_I(dir)->root.btrfs_subvolume_reserve_metadata:RESERVE@757;pending_snapshot.dentry:SET@763;pending_snapshot.root:SET@764;pending_snapshot.readonly:SET@765;pending_snapshot.dir:SET@766;pending_snapshot.inherit:SET@767;root.btrfs_qgroup_convert_reserved_meta:RESERVE@779;trans.pending_snapshot:SET@782;trans.btrfs_commit_transaction:ADD@784,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-127,btrfs,127,btrfs_lookup_ordered_extent,linux-sources/linux-v6.14-fs/fs/btrfs/ordered-data.c,957,"rb_entry(node, struct btrfs_ordered_extent, rb_node)",966,return entry;,inode.ordered_tree_last:SET@953,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,INTENTIONAL_PROGRESS_OR_OUTPUT,"The value is an output, retry cursor, cache population, terminal error state, or completed progress that is intentionally retained across the later failure.",,2026-07-24
BTRFS-128,btrfs,128,btrfs_lookup_ordered_range,linux-sources/linux-v6.14-fs/fs/btrfs/ordered-data.c,987,"rb_entry(node, struct btrfs_ordered_extent, rb_node)",1006,return entry;,inode.ordered_tree_last:SET@979;inode.ordered_tree_last:SET@981,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,INTENTIONAL_PROGRESS_OR_OUTPUT,"The value is an output, retry cursor, cache population, terminal error state, or completed progress that is intentionally retained across the later failure.",,2026-07-24
BTRFS-129,btrfs,129,btrfs_qgroup_inherit,linux-sources/linux-v6.14-fs/fs/btrfs/qgroup.c,3491,"add_relation_rb(fs_info, qlist_prealloc[i], objectid, *i_qgroups)",3567,return ret;,trans->fs_info.qgroup_auto_inherit:INC@3366;trans.add_qgroup_item:INC@3394;trans.add_qgroup_relation_item:INC@3406;trans.add_qgroup_relation_item:INC@3410;trans->fs_info.add_qgroup_rb:INC@3436;dstgroup.rsv_rfer:SET@3443;dstgroup.rsv_excl:SET@3444;trans->fs_info.qgroup_dirty:INC@3446;dstgroup.rsv_rfer:SET@3471;dstgroup.rsv_excl:SET@3472;trans->fs_info.qgroup_dirty:INC@3474;trans->fs_info.qgroup_dirty:INC@3475;prealloc->node.tree_membership:ADD@3436;fs_info->dirty_qgroups.list_membership:ADD@3446;fs_info->dirty_qgroups.list_membership:ADD@3474;fs_info->dirty_qgroups.list_membership:ADD@3475,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-130,btrfs,130,qgroup_rescan_leaf,linux-sources/linux-v6.14-fs/fs/btrfs/qgroup.c,3784,"btrfs_find_all_roots(&ctx, false)",3801,return ret;,trans->fs_info->qgroup_rescan_progress.objectid:SET@3757,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-131,btrfs,131,qgroup_rescan_leaf,linux-sources/linux-v6.14-fs/fs/btrfs/qgroup.c,3788,"btrfs_qgroup_account_extent(trans, found.objectid, num_bytes, NULL, ctx.roots)",3801,return ret;,trans->fs_info->qgroup_rescan_progress.objectid:SET@3757;trans->fs_info.qgroup_update_refcnt:INC@3788;trans->fs_info.qgroup_update_counters:INC@3788;qgroups.qgroup_iterator_nested_clean:INC@3788;trans->fs_info.qgroup_seq:INC@3788,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-132,btrfs,132,btrfs_qgroup_rescan,linux-sources/linux-v6.14-fs/fs/btrfs/qgroup.c,4031,btrfs_commit_current_transaction(fs_info->fs_root),4034,return ret;,fs_info.qgroup_rescan_init:INC@4016;fs_info->qgroup_rescan_progress.objectid:SET@4016,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,INTENTIONAL_PROGRESS_OR_OUTPUT,"The value is an output, retry cursor, cache population, terminal error state, or completed progress that is intentionally retained across the later failure.",,2026-07-24
BTRFS-133,btrfs,133,btrfs_qgroup_trace_subtree_after_cow,linux-sources/linux-v6.14-fs/fs/btrfs/qgroup.c,4864,"qgroup_trace_subtree_swap(trans, reloc_eb, subvol_eb, block->last_snapshot, block->trace_leaf)",4876,return ret;,root->swapped_blocks.swapped:SET@4844,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-134,btrfs,134,rmw_assemble_write_bios,linux-sources/linux-v6.14-fs/fs/btrfs/raid56.c,1378,"rbio_add_io_sector(rbio, bio_list, sector, stripe, sectornr, REQ_OP_WRITE)",1438,return -EIO;,rbio->error_bitmap.bit:stripe * rbio->stripe_nsectors + sectornr:SET@1378,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
BTRFS-135,btrfs,135,rmw_assemble_write_bios,linux-sources/linux-v6.14-fs/fs/btrfs/raid56.c,1428,"rbio_add_io_sector(rbio, bio_list, sector, rbio->real_stripes, sectornr, REQ_OP_WRITE)",1438,return -EIO;,rbio->error_bitmap.bit:stripe * rbio->stripe_nsectors + sectornr:SET@1378;rbio->error_bitmap.bit:rbio->real_stripes * rbio->stripe_nsectors + sectornr:SET@1428,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
BTRFS-136,btrfs,136,recover_sectors,linux-sources/linux-v6.14-fs/fs/btrfs/raid56.c,2012,"recover_vertical(rbio, sectornr, pointers, unmap_array)",2020,return ret;,rbio->flags.bit:RBIO_RMW_LOCKED_BIT:SET@2005,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
BTRFS-137,btrfs,137,rmw_read_wait_recover,linux-sources/linux-v6.14-fs/fs/btrfs/raid56.c,2266,"rbio_add_io_sector(rbio, &bio_list, sector, stripe, sectornr, REQ_OP_READ)",2270,return ret;,rbio->error_bitmap.bit:stripe * rbio->stripe_nsectors + sectornr:SET@2266,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
BTRFS-138,btrfs,138,finish_parity_scrub,linux-sources/linux-v6.14-fs/fs/btrfs/raid56.c,2628,"rbio_add_io_sector(rbio, &bio_list, sector, rbio->scrubp, sectornr, REQ_OP_WRITE)",2659,return ret;,rbio->error_bitmap.bit:rbio->scrubp * rbio->stripe_nsectors + sectornr:SET@2628,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
BTRFS-139,btrfs,139,finish_parity_scrub,linux-sources/linux-v6.14-fs/fs/btrfs/raid56.c,2646,"rbio_add_io_sector(rbio, &bio_list, sector, rbio->real_stripes, sectornr, REQ_OP_WRITE)",2659,return ret;,rbio->error_bitmap.bit:rbio->scrubp * rbio->stripe_nsectors + sectornr:SET@2628;rbio->error_bitmap.bit:rbio->real_stripes * rbio->stripe_nsectors + sectornr:SET@2646,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
BTRFS-140,btrfs,140,scrub_assemble_read_bios,linux-sources/linux-v6.14-fs/fs/btrfs/raid56.c,2787,"rbio_add_io_sector(rbio, &bio_list, sector, stripe, sectornr, REQ_OP_READ)",2791,return ret;,rbio->error_bitmap.bit:stripe * rbio->stripe_nsectors + sectornr:SET@2787,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
BTRFS-141,btrfs,141,add_block_entry,linux-sources/linux-v6.14-fs/fs/btrfs/ref-verify.c,284,"insert_block_entry(&fs_info->block_tree, be)",296,return exist;,re.root_objectid:SET@280;be->node.tree_membership:ADD@284,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
BTRFS-142,btrfs,142,copy_inline_to_page,linux-sources/linux-v6.14-fs/fs/btrfs/reflink.c,122,"btrfs_decompress(comp_type, data_start, folio, offset_in_folio(folio, file_offset), inline_size, datal)",160,return ret;,inode.btrfs_delalloc_reserve_space:RESERVE@81;inode->runtime_flags.bit:BTRFS_INODE_NO_DELALLOC_FLUSH:SET@116,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
BTRFS-143,btrfs,143,copy_inline_to_page,linux-sources/linux-v6.14-fs/fs/btrfs/reflink.c,122,"btrfs_decompress(comp_type, data_start, folio, offset_in_folio(folio, file_offset), inline_size, datal)",160,return ret;,inode.btrfs_delalloc_reserve_space:RESERVE@81;inode->runtime_flags.bit:BTRFS_INODE_NO_DELALLOC_FLUSH:SET@116,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
BTRFS-144,btrfs,144,btrfs_clone,linux-sources/linux-v6.14-fs/fs/btrfs/reflink.c,558,"clone_finish_inode_update(trans, inode, last_dest_end, destoff, olen, no_time_update)",617,return ret;,BTRFS_I(src).last_reflink_trans:SET@552;BTRFS_I(inode).last_reflink_trans:SET@554,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-145,btrfs,145,btrfs_clone,linux-sources/linux-v6.14-fs/fs/btrfs/reflink.c,603,"btrfs_replace_file_extents(BTRFS_I(inode), path, last_dest_end, destoff + len - 1, NULL, &trans)",617,return ret;,BTRFS_I(src).last_reflink_trans:SET@552;BTRFS_I(inode).last_reflink_trans:SET@554,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
BTRFS-146,btrfs,146,__add_reloc_root,linux-sources/linux-v6.14-fs/fs/btrfs/relocation.c,482,"rb_simple_insert(&rc->reloc_root_tree.rb_root, node->bytenr, &node->rb_node)",489,return -EEXIST;,node.bytenr:SET@478;node.data:SET@479,FALSE_POSITIVE,CONFIRMED_DIFFERENT_DEFECT,DIFFERENT_DEFECT,FRESH_NODE_RESOURCE_LEAK,"The Candidate only reports fields of the fresh mapping_node, not a metadata residual.  The duplicate rb insertion branch nevertheless returns -EEXIST without freeing that node.",confirmed bug #6,2026-07-24
BTRFS-147,btrfs,147,btrfs_init_reloc_root,linux-sources/linux-v6.14-fs/fs/btrfs/relocation.c,729,__add_reloc_root(reloc_root),734,return ret;,trans.block_rsv:SET@720;trans.block_rsv:SET@725,FALSE_POSITIVE,NO_BUG,FALSE_ALARM,PRIVATE_OR_CLEANED_STATE,"The reported effect belongs to an unpublished object, output/cursor, or temporary cache, or is removed by the reviewed error cleanup; no live metadata owner retains it.",,2026-07-24
BTRFS-148,btrfs,148,replace_path,linux-sources/linux-v6.14-fs/fs/btrfs/relocation.c,1126,"btrfs_search_slot(trans, src, &key, path, 0, 1)",1227,return ret;,src->state.bit:BTRFS_ROOT_RESET_LOCKDEP_CLASS:SET@1125,TRUE_RESIDUAL,NO_BUG,CONTAINED_NOT_BUG,TRANSACTION_OR_FATAL_CONTAINMENT,"The mutation can remain at this function return, but the caller cancels/aborts the dirty transaction or shuts down the filesystem, so the state cannot continue as ordinary live metadata.",,2026-07-24
